egoid,parentND_1,grandparentND_1,siblingND_1,uncleND_1,cousinND_1,otherrelativeND_1,momdec_1,momusa_1,daddec_1,dadusa_1,madaddec_1,madadusa_1,mamomdec_1,mamomusa_1,padaddec_1,padadusa_1,pamomdec_1,pamomusa_1,parentstatus_1,dadage_1,momage_1,yrdadborn_1,yrdaddec_1,yrmomborn_1,yrmomdec_1,numbros_1,numsis_1,numsib_1,adopted_1,birthorder_1,parentincome_1,momeduc_1,dadeduc_1,parenteduc_1,momrace_AmInd_1,momrace_Asian_1,momrace_Black_1,momrace_Latino_1,momrace_Haw_1,momrace_White_1,dadrace_AmInd_1,dadrace_Asian_1,dadrace_Black_1,dadrace_Latino_1,dadrace_Haw_1,dadrace_White_1,dad_multiracial_1,mom_multiracial_1,momrace_1,dadrace_1,parentrace_1,momrelig_1,dadrelig_1,yourelig_1,yourelig_7,yourelig_8
22408,,,,,,,,,,,,1.0,,,,,,,Living together,53.0,51.0,,,,,1.0,1.0,2.0,No,second born,"$250,000 or more",High school graduate,College/Univeristy degree,1 parent no college,,,,1.0,,1.0,,,,1.0,,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic,Catholic,Catholic
54435,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,Living together,54.0,54.0,,,,,2.0,0.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Other Religion,Other Religion,,
38554,,,,,,,,,,,1.0,,,,,,,,Divorced or living apart,0.0,57.0,,,,,0.0,0.0,0.0,Yes,only child,,Graduate or professional degree,,,,,,,,1.0,,,,,,,,1.0,White,,,Catholic,,Catholic,,
38293,,,1.0,,,,,,,,,,,,1.0,,1.0,,Living together,58.0,57.0,,,,,2.0,3.0,5.0,No,"sixth born of later, the youngest","$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
33785,,,,,,1.0,,,,,1.0,,,,,,1.0,,Living together,58.0,46.0,,,,,1.0,2.0,3.0,No,fourth born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
44310,,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,52.0,56.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
33009,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,Living together,52.0,51.0,,,,,2.0,0.0,2.0,No,third born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
31294,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,55.0,51.0,,,,,1.0,2.0,3.0,No,first born,"$150,000 - $199,999",Postsecondary school  or some college,Graduate or professional degree,1 parent no college,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Catholic,Catholic,Catholic,Catholic
65143,,,,1.0,,,,,,,,1.0,,,1.0,,,,Living together,55.0,46.0,,,,,1.0,1.0,2.0,No,first born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
91726,,,,,,,,,,,,,,,,,,,Living together,47.0,47.0,,,,,1.0,1.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
59355,,,,,,,,,,,,,,,1.0,,1.0,,Living together,56.0,50.0,,,,,1.0,0.0,1.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,High school graduate,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
96184,,,,,,,,,,,1.0,,,,1.0,,,,Living together,58.0,57.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
92339,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,Living together,51.0,54.0,,,,,1.0,1.0,2.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
70005,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,Living together,54.0,49.0,,,,,2.0,1.0,3.0,No,third born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
64157,1.0,,,,,,,,,,1.0,,,,1.0,,,,Living together,52.0,52.0,,,,,0.0,2.0,2.0,No,first born,,Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
68050,,,,,1.0,,,,,,1.0,,,,,,,1.0,Divorced or living apart,54.0,55.0,,,,,3.0,0.0,3.0,No,second born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
46151,,,,,,,,1.0,,,,1.0,,1.0,,,,,Living together,,53.0,,,,,0.0,0.0,0.0,No,only child,,Did not graduate from high school,,,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,,Catholic,,
79395,,,,1.0,,,,,,,1.0,,,1.0,,,,,Living together,55.0,54.0,,,,,1.0,1.0,2.0,No,third born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
59863,,,,,,,,,,,,,,,,,,,Living together,56.0,50.0,,,,,1.0,0.0,1.0,No,first born,"$50,000 - $74,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
63419,1.0,,,1.0,1.0,,,,,,,,,,,,,,Living together,52.0,50.0,,,,,0.0,1.0,1.0,No,first born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
22913,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,Living together,60.0,59.0,,,,,4.0,1.0,5.0,No,"sixth born of later, the youngest","$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
91313,,,,,,,,,,,,,,,,,,,Living together,53.0,53.0,,,,,0.0,3.0,3.0,No,first born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
14511,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,Living together,50.0,56.0,,,,,2.0,0.0,2.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
73962,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,Living together,56.0,56.0,,,,,3.0,0.0,3.0,No,fourth born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
48969,,,,,,,,,,,,,,,,,,,Living together,48.0,46.0,,,,,1.0,0.0,1.0,No,second born,"$50,000 - $74,999",High school graduate,High school graduate,Both no college,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Protestant,Catholic,Catholic,Catholic
22093,,,,,,,,,,,,,1.0,,,,,,Living together,51.0,54.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
32919,,,,,,,,,,,,1.0,,1.0,1.0,,,,Living together,45.0,47.0,,,,,1.0,0.0,1.0,No,first born,"$150,000 - $199,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
10153,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,Living together,57.0,57.0,,,,,2.0,1.0,3.0,No,fourth born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
79731,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,Living together,43.0,43.0,,,,,0.0,1.0,1.0,No,first born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,No Religion,,
63611,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,Living together,56.0,56.0,,,,,1.0,4.0,5.0,No,fiifth born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
64296,1.0,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,Living together,57.0,57.0,,,,,2.0,3.0,5.0,No,third born,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,Catholic,Catholic
23487,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,,Living together,53.0,49.0,,,,,2.0,0.0,2.0,No,first born,,Graduate or professional degree,Graduate or professional degree,both parent college,,1.0,,,,,,,,,,1.0,1.0,1.0,Asian-American,White,Parents different race,Catholic,Catholic,Catholic,,
17569,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,Living together,56.0,54.0,,,,,1.0,2.0,3.0,No,third born,,College/Univeristy degree,College/Univeristy degree,both parent college,,,,1.0,,1.0,,,,,,1.0,1.0,2.0,multiracial,White,1 or both parents multi-racial,Catholic,Catholic,Catholic,Catholic,Catholic
77036,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,Living together,49.0,49.0,,,,,1.0,1.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
53518,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,51.0,46.0,,,,,0.0,1.0,1.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Protestant,Protestant,No Religion,,
92340,1.0,,1.0,,,,,,,,,,,,,,,,Living together,49.0,48.0,,,,,1.0,2.0,3.0,No,third born,"$250,000 or more",Postsecondary school  or some college,Graduate or professional degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
37485,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,Divorced or living apart,48.0,48.0,,,,,1.0,2.0,3.0,No,third born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,No Religion,Catholic,Catholic,,
33953,1.0,,,1.0,1.0,,,,,,,,,,,,,,Living together,48.0,48.0,,,,,0.0,2.0,2.0,No,third born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
53333,,,,,,,,,,,,,,,,,,,Living together,49.0,45.0,,,,,,,,No,first born,,College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
82986,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,Living together,47.0,47.0,,,,,1.0,2.0,3.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
61772,1.0,,,,,,,,,,,,,,,,1.0,,Living together,55.0,54.0,,,,,0.0,2.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
47280,1.0,,,,,,,,,,,,,,,,,,Living together,49.0,48.0,,,,,0.0,1.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,No Religion,No Religion,,
70566,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,Living together,48.0,47.0,,,,,1.0,2.0,3.0,No,first born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
82964,,,,,,,,,1.0,,,,1.0,,,,,,,,48.0,1969.0,2003.0,,,0.0,0.0,0.0,No,only child,"$50,000 - $74,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
11402,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Living together,62.0,49.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",High school graduate,Graduate or professional degree,1 parent no college,,1.0,,,,,,,1.0,,,,1.0,1.0,Asian-American,Black,Parents different race,Catholic,Catholic,Catholic,No Religion,
38610,,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,54.0,52.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
96610,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,49.0,50.0,,,,,1.0,2.0,3.0,No,second born,"$150,000 - $199,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
77711,,,,,,,,,,,,,,,1.0,,,,Living together,45.0,46.0,,,,,0.0,2.0,2.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Protestant,Protestant
48505,1.0,,,,,,,,,,,,,,,,1.0,,Living together,46.0,47.0,,,,,2.0,0.0,2.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
78667,,,,,,,,,,,,,,,,,,,Living together,51.0,53.0,,,,,1.0,0.0,1.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
17020,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,Living together,44.0,42.0,,,,,1.0,1.0,2.0,No,second born,"$50,000 - $74,999",High school graduate,High school graduate,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,Catholic,
48676,,,,1.0,,,,,,,,1.0,,,1.0,,,,Living together,53.0,50.0,,,,,0.0,1.0,1.0,No,first born,,Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
29885,,,,,,,,,,,1.0,,,,,,,,Living together,55.0,53.0,,,,,0.0,1.0,1.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
32976,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,Divorced or living apart,53.0,54.0,,,,,1.0,3.0,4.0,No,third born,"$25,000 - $49,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,,
79167,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,Living together,45.0,45.0,,,,,1.0,2.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
65061,,,,,,,,,,,1.0,,,,1.0,,,,Living together,58.0,49.0,,,,,0.0,1.0,1.0,No,first born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
43710,,,,,,,,,,,1.0,,,,,,,,Living together,54.0,50.0,,,,,1.0,1.0,2.0,No,second born,,College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
61389,1.0,,,1.0,,,,,,,1.0,,,,,,,,Living together,48.0,47.0,,,,,0.0,2.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
22455,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,51.0,46.0,,,,,2.0,0.0,2.0,No,second born,"$25,000 - $49,999",High school graduate,High school graduate,Both no college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Other Religion,Other Religion,Other Religion,Protestant,Protestant
82819,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,Living together,40.0,46.0,,,,,0.0,2.0,2.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Catholic,Catholic,Catholic,,
67771,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,Living together,,,,,,,3.0,,,No,,,College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,,,Catholic,,
57443,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Divorced or living apart,47.0,47.0,,,,,3.0,0.0,3.0,No,first born,,Did not graduate from high school,College/Univeristy degree,1 parent no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
96469,,,,,,,,,,,,,1.0,,1.0,,1.0,,Living together,73.0,56.0,,,,,2.0,1.0,3.0,No,fourth born,"$25,000 - $49,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
94579,1.0,,,1.0,,,,,,,,,,,1.0,,,,Living together,55.0,56.0,,,,,0.0,1.0,1.0,No,first born,"$25,000 - $49,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
29257,,,1.0,,,,,,,,,,1.0,,,,,,Living together,49.0,50.0,,,,,2.0,2.0,4.0,No,third born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
23518,,,,,,,,,,,1.0,,,,,,1.0,,Living together,58.0,56.0,,,,,3.0,0.0,3.0,No,third born,"$100,000 - $149,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
80484,,,,,,,,,,,,,,,1.0,,,,Living together,52.0,53.0,,,,,1.0,3.0,4.0,No,fiifth born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
49539,1.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,Living together,56.0,56.0,,,,,3.0,3.0,6.0,No,fiifth born,"$150,000 - $199,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
63904,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,Living together,54.0,48.0,,,,,0.0,2.0,2.0,No,third born,"$25,000 - $49,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Other Religion,Other Religion,Other Religion,Other Religion,Other Religion
82490,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,Living together,57.0,54.0,,,,,0.0,0.0,0.0,No,only child,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
20335,,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,51.0,49.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Catholic,Protestant,,No Religion
35031,1.0,,,,,,,,,,1.0,,,,1.0,,,,Living together,52.0,51.0,,,,,1.0,0.0,1.0,No,first born,"$150,000 - $199,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
88185,1.0,,,,,,,,,,1.0,,,,,,,,Divorced or living apart,50.0,45.0,,,,,1.0,2.0,3.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
